bal_150_t-1,bal_250_t-1,bal_350_t-1,bal_energy_band_low_t-1,bal_energy_band_medium_t-1,bal_energy_band_high_t-1,6004_FTF_t-1,6004_BSF_t-1,6004_BPFO_t-1,6004_BPFI_t-1,bal_150_t,bal_250_t,bal_350_t,bal_energy_band_low_t,bal_energy_band_medium_t,bal_energy_band_high_t,6004_FTF_t,6004_BSF_t,6004_BPFO_t,6004_BPFI_t
-9.3134782263,-7.8168742094,-9.4023808389,-810.9376204143,-2942.7392804764,-7166.0528336497,-47.6864761939,-44.9276675758,-34.0990132955,-35.3560375173,-9.9551997438,-7.966165179,-9.073219988,-899.9512573345,-3033.5962221014,-7315.1571719058,-50.0855054191,-44.5618243777,-36.6986118348,-40.109469157
-9.5987836432,-7.8206970892,-9.2883017827,-793.6702680485,-2941.3981813977,-7175.5092238843,-44.1753078421,-44.9753129474,-34.8086633584,-35.3989874074,-9.8795156263,-7.6923566768,-9.1060981118,-894.562031783,-3034.8980715475,-7325.6457884865,-47.0854669924,-40.9912614366,-38.3578907367,-40.9196379645
-9.2930898913,-7.6941744636,-9.4474734402,-797.8450374566,-2945.4135060324,-7191.5013137613,-45.5093849618,-42.5018421969,-36.3213016394,-33.9778673841,-9.8717700728,-7.9014509122,-9.1238296834,-874.1359723505,-3028.4329828458,-7308.7861383975,-48.961674211,-42.3282552289,-35.937744162,-41.5789542365
-9.4822537831,-7.7981205572,-9.434555285,-797.1753095716,-2959.8422993219,-7162.1201694063,-44.1226726007,-43.5325124932,-35.9424204726,-33.5044415351,-9.93779261,-7.8069124295,-9.4705557672,-882.0029938745,-3027.1431140027,-7321.1289094665,-49.1555350824,-41.8410926016,-36.256067794,-41.6334369571
-9.1469167457,-7.8267641348,-9.2898127804,-793.9209489847,-2954.9110666004,-7173.9484625091,-47.1116208578,-44.430011936,-34.7417501856,-33.8497169861,-9.8066384329,-7.996970052,-9.4220871106,-882.9633483171,-3043.6295191017,-7340.5509233935,-49.1437432832,-42.14641435,-38.7410198371,-41.8151621584
-9.148962111,-7.7710518964,-9.3184115793,-791.8213792659,-2927.720985908,-7177.5338288551,-46.9938435356,-42.0586992556,-35.9350226424,-33.5830111825,-9.775650642,-8.0493311912,-9.1965232792,-892.746999412,-3028.1895852115,-7304.2467374132,-47.3952631181,-41.899169726,-38.9117967826,-39.3505324209
-9.2620097574,-7.8406032265,-9.1926626025,-798.0035426202,-2966.9276733592,-7162.7710734111,-45.2738083448,-41.539466715,-35.6887710044,-34.5131278147,-10.0356975155,-7.7451741722,-9.2200823134,-883.2178549983,-3032.2039577164,-7321.413707646,-47.3868446394,-40.5087874293,-35.903127022,-40.9527720155
-9.3118259058,-7.8593426489,-9.3305355135,-796.6462342464,-2950.3157918446,-7183.9098065169,-43.5270487377,-45.7027148143,-35.9107674287,-35.2915975894,-10.1460356865,-7.7638084386,-9.3588286762,-890.3599973066,-3037.1429560715,-7308.4877545641,-48.9359083347,-42.1318324499,-37.7449318126,-43.0403734119
-9.7067861279,-7.806479599,-9.3665212617,-800.3960164152,-2925.2020418815,-7153.7680203662,-43.7776317801,-44.9141233845,-35.878774958,-36.2729742692,-9.9216607124,-7.7881051175,-9.3379368954,-883.7853622832,-3023.5369923235,-7336.988282394,-48.8696729572,-40.6053447382,-38.0372899841,-40.8531555975
-9.251984504,-7.7814296979,-9.6733652035,-787.4286663985,-2935.4676201225,-7148.6927440198,-44.6220590911,-43.9440052374,-35.615080498,-34.7056460505,-9.9976385385,-7.7560193658,-9.5623242404,-891.698256773,-3043.8676796734,-7329.1345769924,-51.319360549,-42.4691597062,-38.1496530779,-42.3731329924
-8.9392193092,-7.7100750403,-9.2572123238,-781.4526674817,-2941.43122651,-7191.6331056847,-46.2371218104,-41.4941812492,-34.2454667554,-32.8739931029,-9.4801880823,-7.8543412558,-9.4372613854,-886.3522756246,-3007.8214513658,-7326.639776076,-46.5452753275,-43.9086842046,-37.5646128977,-40.1055834077
-9.3084413197,-7.8462722587,-9.1688403435,-802.6714272059,-2961.6886869903,-7186.8031424,-44.7597274841,-43.851522722,-35.3689865466,-35.03672387,-9.5680414093,-7.9378304067,-9.4727670135,-897.6113473494,-3052.763843839,-7310.0436186823,-47.1664189469,-43.124937126,-38.967597671,-40.1004599856
-9.391509017,-7.7901671855,-9.2662362404,-783.9356290075,-2946.2166678254,-7165.1289728991,-42.3309944645,-44.1050077253,-36.0972672823,-33.2129479693,-9.7413910678,-7.992020468,-9.3877977677,-885.3417905554,-3052.3371848786,-7317.5433774552,-49.558589158,-41.9735966571,-37.6934659992,-42.151819649
-9.4362212774,-7.8749122128,-9.4516114843,-781.3790161691,-2936.7596627704,-7135.1628305121,-43.0838705243,-42.4246689158,-34.7006942889,-34.7306385063,-9.9971660558,-7.9410322627,-9.1610765509,-892.1895660731,-3049.6500384855,-7331.3102022069,-49.8361737173,-42.0853827943,-37.2888091986,-40.3890285529
-9.1574588681,-7.7431110618,-9.2892361896,-794.0551044109,-2936.2502929865,-7174.1267950955,-45.3025230631,-44.8486216207,-35.4155696135,-35.9457563145,-9.6705719605,-7.7741462412,-9.4664178573,-891.29926515,-3027.5954446225,-7330.8417191443,-49.3525950885,-42.6267102055,-37.593394987,-42.9214611064
-8.9156467794,-7.7734301433,-9.5070675612,-766.9816657366,-2928.0806516664,-7148.6989759611,-42.7191848534,-40.2342475824,-34.6037013773,-33.1768923626,-9.9409029348,-8.0463315891,-9.2950263754,-880.4306538592,-3040.0686083429,-7329.7563713309,-46.9988726543,-42.0714668235,-39.4984512307,-41.8092590858
-9.4154497381,-7.8077357008,-9.4641756452,-803.893436686,-2932.3656485807,-7145.427924182,-44.6206338985,-42.5958880547,-35.9628121369,-34.19765165,-10.0332195418,-7.770661717,-9.1535711862,-891.8941104885,-3035.901477599,-7322.0862620587,-47.5758067549,-44.0116051132,-36.7231537196,-40.8343140481
-9.0702179245,-7.8236679376,-9.6787648986,-791.8432226082,-2924.3068397746,-7182.7034827478,-45.5101535355,-41.7761819814,-35.4794619942,-36.0223310572,-9.9713406629,-7.7283335348,-9.3289756583,-889.3890354776,-3036.0942947999,-7314.2169099398,-52.2317717556,-42.6182213361,-37.5567405517,-41.6611399104
-9.3827278152,-7.8533042279,-9.4208013651,-786.7449113925,-2952.3701818342,-7172.3114239264,-42.8745697401,-41.9721958181,-35.5821257749,-34.6592659888,-10.0610331593,-7.8755104452,-8.982747096,-888.1014999653,-3041.3669733156,-7334.2193708144,-49.6939469255,-41.664533092,-36.9839360169,-40.5889274303
-9.2144014813,-7.7879012895,-9.5037843728,-784.4721976657,-2966.7475110675,-7171.1232856786,-43.0199771598,-42.5580758604,-34.6160224681,-33.9330733537,-9.84879881,-7.7231147234,-9.4936630113,-882.7847896284,-3022.7912374888,-7347.1224434387,-46.7395254991,-42.5338189221,-37.8440979923,-40.0275651218
-8.9305136846,-7.7324220991,-9.6003130277,-786.4932084766,-2944.4706440785,-7176.5638692665,-43.8666441671,-40.9234074767,-34.7539745324,-34.4263535595,-9.9547604629,-7.9100630576,-9.124457027,-892.3656485859,-3047.4162331475,-7327.2945626894,-52.2410371879,-42.0492202779,-38.3699105554,-41.692806709
-9.0920245817,-7.8214850907,-9.3493924548,-786.5853968982,-2924.3857917043,-7168.9651074483,-46.2283401022,-41.088917286,-34.5831747097,-33.6301473846,-9.6999092741,-8.0633318277,-9.376172529,-892.2798580992,-3043.4481783823,-7322.8878486286,-47.8241610332,-43.889970515,-40.5145001873,-40.9026812367
-8.9666764312,-7.7831826049,-9.7460340592,-807.7445127661,-2938.7888478848,-7177.5506346901,-43.7793693924,-42.9270984576,-36.1900456646,-35.2224508192,-9.6255220201,-7.5696881269,-9.124318562,-872.0009177193,-3039.4317269834,-7332.2663709447,-46.9315976862,-41.7367070793,-37.8121279049,-41.2523871637
-9.2269555416,-7.899861008,-9.2439700959,-800.6697962305,-2962.4569854736,-7193.1655713917,-45.0108846133,-44.3704961925,-35.0492169463,-33.9996006488,-9.5830129261,-7.9000683192,-9.4965378293,-892.5818762739,-3030.5629050333,-7287.9074456023,-51.8369006126,-41.3461004543,-39.9962582566,-40.9278352067
-9.0629489599,-7.6800781723,-9.3526041749,-803.5808948866,-2934.9133155568,-7190.4198600573,-46.7100919116,-41.4457306553,-35.3572662322,-35.0180409829,-9.6556542747,-7.6646260889,-9.1770603226,-874.1597933496,-3021.2708114093,-7326.9101813489,-46.1245085093,-42.6534768984,-37.0880438426,-39.2499116643
-9.1386669212,-7.7047968177,-9.647192109,-791.0725878886,-2931.7119892942,-7175.2205707223,-46.0570936407,-44.7270986572,-35.8329671472,-36.1821053809,-9.7916366864,-7.7889086748,-9.0792748322,-896.5410939734,-3041.8494095394,-7340.9899930154,-49.5961288709,-42.142573613,-37.5698273969,-41.9667745008
-9.1739222087,-7.893668861,-9.1537123376,-800.4597993833,-2928.9832460028,-7158.5861776232,-47.7196723998,-45.1026961888,-34.6339675863,-32.7856854594,-9.8469084101,-7.7885115474,-9.1108992922,-896.010925212,-3043.0459344665,-7317.8192110336,-49.6809396312,-42.0168354349,-36.6021501522,-42.4765507859
-9.3322652443,-7.753466828,-9.7414165817,-792.5160199923,-2896.6821710086,-7187.3192990694,-44.331394367,-44.1495091489,-34.4607790657,-32.7029058165,-9.7383999558,-7.7345334191,-9.2046657242,-868.7007840312,-3035.8577731869,-7309.6813697286,-47.3505377928,-41.4144518593,-36.8664909132,-41.078814365
-9.1223725767,-7.8129485175,-9.1907407301,-790.0662332695,-2962.899291167,-7206.9876420505,-44.0610474059,-43.8139614587,-33.5843202387,-33.4014068069,-9.5767739499,-7.9272332131,-9.2455749387,-886.7686651711,-3035.7711335891,-7282.4360191104,-45.5786927023,-41.2750077449,-38.6660137195,-38.5859558183
-9.2931102672,-7.8080319121,-9.215272592,-801.1207063651,-2923.8159331684,-7148.0991129013,-44.5991637757,-43.9350149057,-35.3444900799,-32.3660155782,-10.0385131731,-7.9695372537,-9.2488654481,-876.6942183695,-3032.6347665677,-7334.4677288197,-47.627450552,-42.5317164854,-38.6960349967,-40.7571056528
-9.334754129,-7.7431223287,-9.8999151098,-800.0326764664,-2926.7778592578,-7174.1390294781,-43.9342709801,-44.6146095222,-35.7689961338,-33.0900067007,-9.8433171432,-7.7547919525,-9.1891273895,-888.4862616531,-3015.5419099229,-7320.992150462,-47.432037446,-41.5115994638,-38.6255774218,-40.8549541684
-9.1993996358,-7.8084642057,-9.6082003151,-787.8656112879,-2929.2025113001,-7168.1688635566,-45.753814107,-42.7117819479,-36.1741360652,-32.3568506289,-9.7622399649,-7.749678426,-9.5201135586,-881.4049026543,-3044.4753409007,-7367.4002120012,-46.0483660076,-42.166646194,-38.6134164687,-41.8830283001
-9.26429986,-7.736650057,-9.9487199435,-801.6324077652,-2928.1594649022,-7175.8997955734,-45.0106308632,-46.2611105771,-36.9405712198,-35.5380362687,-9.6408341469,-7.9054895008,-9.3916653682,-885.3607957671,-3036.8352337358,-7360.4027838735,-48.8469627802,-40.5612331268,-39.1766243441,-40.1355360413
-9.1656471366,-7.7946827227,-9.28666275,-801.074594027,-2915.6395214996,-7188.8232300334,-46.117535599,-44.9765570245,-35.6657301995,-35.553816961,-9.8580628032,-7.9887722614,-9.0942013407,-896.0435183525,-3030.8125205751,-7338.2596748168,-50.1751306285,-42.3710271882,-37.974585061,-41.0177211775
-9.1016210799,-7.7909226681,-9.3840126002,-780.8627161583,-2909.4331099577,-7148.704092962,-44.2264736604,-42.4139788929,-34.5118336225,-31.7790248028,-9.980877232,-7.8016198133,-9.2589017137,-873.4673523792,-3056.9554070283,-7303.1315721883,-47.4432650264,-42.0167196878,-39.7429209878,-42.8536994446
-9.1901573926,-7.7822555032,-9.5340164863,-798.44176348,-2929.041735859,-7173.1801273884,-44.5061599389,-43.390087607,-36.1570198594,-32.829694615,-9.8483957738,-7.6573845883,-9.1189175343,-894.3659989862,-3039.4634257378,-7342.9240526643,-50.7096331794,-43.56877558,-38.4121069684,-41.0003106036
-9.1130214832,-7.7843675394,-9.1839353001,-785.6039432583,-2925.3795448788,-7157.6144633545,-44.9194982069,-42.1363659773,-34.0022079039,-33.0847600601,-9.7371550371,-7.726256678,-9.2864793083,-893.3472852983,-3034.9299130558,-7327.7057136001,-50.3725021944,-41.4939104766,-38.2746881364,-43.3430728311
-8.9690010594,-7.7654205139,-9.0865797449,-794.7810571196,-2927.0928216503,-7163.8292547739,-46.1163585543,-41.9462038758,-33.3820223386,-33.6757855494,-9.8067978576,-7.8008146514,-9.38556202,-892.2529770073,-3035.4686776738,-7311.6978840565,-50.8532508582,-41.739813653,-38.2876248077,-40.3310828942
-9.0305513069,-7.6580904274,-9.5916085354,-791.814153879,-2929.8521321152,-7175.8327089831,-44.1325658898,-43.9129918729,-35.1636361541,-32.8675128886,-9.9076647268,-7.737014398,-9.1812606527,-877.1832890493,-3046.4432281556,-7302.2409669142,-47.5550119845,-41.8936413155,-37.5256633355,-40.5425599428
-9.0098112903,-7.792098709,-9.2367952851,-791.1216560155,-2929.4863589771,-7188.2298949565,-44.4113407197,-43.3117688301,-33.8236790896,-34.1077014317,-9.62107616,-8.1907716922,-9.2708411177,-879.4823948011,-3022.2845702866,-7308.7005476928,-48.1615138003,-41.4621248334,-36.1302146223,-42.3516723861
-9.0567055454,-7.8256483216,-9.3522247196,-800.5133885381,-2937.8997947632,-7197.405091511,-44.9129071211,-43.0590489752,-34.3353221331,-34.7960759998,-9.7276796115,-7.7391938143,-9.1210516982,-891.8354983619,-3050.7760439782,-7321.4221331703,-48.53302475,-43.2905605251,-36.6987071825,-40.5905077299
-9.0753055354,-7.7025357984,-9.388973904,-783.5678978447,-2925.325286222,-7172.9292518267,-44.4648670643,-42.3388287509,-36.5144708034,-33.3521759784,-9.7366697408,-7.7876447908,-9.4949481104,-881.2435725084,-3035.2886744103,-7340.3495684498,-50.8380486896,-42.5707922015,-39.1038777024,-41.9994468476
-8.9589942064,-7.7027625178,-9.4708462908,-784.3223072732,-2946.3270380689,-7150.8829934946,-44.2522122607,-44.0281039463,-34.6239887944,-33.7429410919,-9.4929116227,-8.0167757708,-9.457921637,-889.3847514373,-3040.3193435166,-7339.6251737245,-49.9397154781,-43.1675351516,-37.5825639932,-40.9692826357
-8.9308246412,-7.6929914498,-9.7822432475,-797.0418023633,-2923.643869062,-7174.1385234127,-44.8180594388,-43.693220055,-35.0600894331,-34.6777353705,-9.7012538024,-7.8142348511,-9.1708341972,-891.3556114488,-3017.6578816836,-7316.1334573638,-53.3809768604,-43.5157403863,-37.639610652,-41.8003989078
-8.9420904218,-7.7654216966,-9.2547995218,-800.8245799453,-2952.4232549095,-7166.0770916615,-44.7058024446,-41.4325738629,-34.3751213058,-32.4438659801,-9.7599672108,-7.7203883143,-9.4811907333,-894.3851699655,-3041.917248106,-7357.3383711996,-49.3672413236,-42.6703389992,-37.511661379,-41.7564811582
-8.8908509797,-7.6920160795,-9.7102475969,-788.4054293633,-2928.5619582177,-7171.3662223686,-44.1250730086,-42.5725394743,-35.0979434362,-32.3134819112,-9.3867065898,-7.9322238793,-9.2879691076,-874.051529385,-3018.5809383288,-7309.2819844764,-51.6359138147,-42.0430228565,-38.9781776204,-40.7105329209
-9.1340587748,-7.7265335521,-9.3751035538,-784.9286592603,-2926.952723338,-7152.52330236,-44.163772538,-42.4991969013,-34.9678714373,-34.4107322201,-9.3689487342,-7.8190802825,-9.523992647,-884.4723523281,-3041.0503032028,-7321.4556335882,-52.8045186995,-41.9320692282,-38.8126652665,-41.2864936177
-9.0445918191,-7.7974241066,-9.4715459033,-777.6643457176,-2900.1475168747,-7139.4460168488,-44.9565086509,-42.2607290171,-35.8255915786,-33.420526708,-9.8145900026,-8.0227832952,-9.0606237528,-875.4182472047,-3058.1298338187,-7315.2215717507,-49.7150210877,-41.318370654,-36.0448597557,-42.4219079953
-8.8996624552,-7.8150204341,-9.2868609628,-793.8309871002,-2954.4013678215,-7189.4839050491,-45.5221800284,-44.0781834963,-33.0911061308,-34.6349527367,-9.5627233042,-7.7977289551,-9.3188133161,-878.6518933821,-3018.110382635,-7333.7294868397,-46.64049864,-42.3517046329,-38.6170501484,-40.8493392772
-9.1843783234,-7.8451539989,-9.1691689578,-786.9496703859,-2933.319713746,-7181.5536763462,-45.2938497726,-44.6492374797,-33.6542331335,-35.6053282182,-10.0940000994,-7.9505143848,-9.1205225539,-884.6760685518,-3040.0345110567,-7348.4342046302,-49.0128134289,-41.2506038894,-37.151184845,-40.4788431093
-9.1044515933,-7.7563916437,-9.4651838842,-791.3055692061,-2920.9146912042,-7176.2911943823,-45.6306332506,-44.7125110586,-34.8345551873,-35.0775100445,-9.5072544826,-7.6912837327,-9.2025236577,-889.8325313348,-3023.4656275234,-7306.947902297,-50.8416799867,-42.8181777456,-38.4589622381,-42.5859044742
-8.9040426704,-7.7825426505,-9.289101641,-786.5616226098,-2929.5165705388,-7179.2821298423,-46.1974502276,-43.1634407088,-33.983744173,-34.9903184328,-9.8325538355,-8.0299135064,-9.1302568244,-891.4961359163,-3005.3302403756,-7332.998860914,-50.9402008846,-42.896638931,-37.7930861555,-40.6815586769
-9.0567940676,-7.7910864094,-9.1773759894,-789.912744799,-2916.3396765493,-7186.3464557199,-45.1365888357,-43.5460876851,-34.2580105434,-32.3233259989,-9.636804184,-7.5713746053,-9.2727721582,-889.8697706483,-3042.8845256149,-7326.4483397416,-48.9323797627,-43.3459312919,-38.6350105844,-40.7475877512
-8.8951716182,-7.8408079878,-9.4965052039,-770.251816811,-2923.5114769981,-7168.8324542592,-46.0589259751,-41.9356542912,-33.4445204568,-34.4101028176,-9.8645398881,-7.7867831493,-9.1892873517,-892.9529579978,-3048.7494822672,-7322.2342798182,-48.5959224004,-42.1301822719,-37.0017344678,-41.3563876102
-8.9837641715,-7.8853210309,-9.2666082167,-794.0905693155,-2921.6428852507,-7157.8450536109,-44.6555743002,-43.0170055753,-34.6088540567,-34.8344051743,-9.871948138,-7.6921076138,-9.5568136552,-890.7861427714,-3043.3394223699,-7344.8956706792,-50.4468886048,-42.00929481,-38.4971300513,-40.9615476932
-9.0629137401,-7.8097534723,-9.2880180027,-780.1186369066,-2934.3604293888,-7156.8695155204,-42.9624914215,-42.4172276915,-34.1639415384,-32.4838125451,-9.9453148219,-8.0070624029,-9.2399176919,-885.2814217979,-3057.8664626059,-7331.8097775899,-49.0390463532,-41.7420881317,-36.0707884655,-42.1080496079
-9.235809514,-7.7641266515,-9.5755464146,-776.2959131962,-2915.932390221,-7160.255311116,-45.0726539016,-43.5927805032,-34.9024295194,-33.299099952,-9.7978659105,-7.6985332294,-9.4461040786,-873.7666417966,-3037.1325292265,-7305.0208312258,-47.6576743808,-41.6080431309,-37.9677411834,-40.2860086255
-9.1558889122,-7.6932917457,-9.5644112981,-776.5456425706,-2898.1513917391,-7142.9525803538,-44.6690214056,-42.990366631,-35.5366783,-31.9231869957,-9.7694247027,-7.9511710707,-9.3806094934,-890.1994824281,-3090.9514050951,-7340.6523138939,-51.035752304,-42.2757633302,-40.2934022857,-41.1290811183
-9.4414383611,-7.7913076662,-9.6107550099,-783.0081648344,-2893.5243858928,-7173.4477172256,-44.1252271899,-45.1105065811,-36.7687040344,-32.5672095111,-9.8578254695,-8.1326290717,-9.262019511,-893.0295778737,-3034.472783298,-7326.272435086,-55.1914601009,-42.0885281466,-39.188238596,-42.1242644419
-9.3137283984,-7.8141718669,-9.5162042684,-801.1965716087,-2926.1895241333,-7172.0533930436,-45.9599675055,-45.9199372316,-35.5818653052,-33.7311913848,-9.814836273,-7.8983655872,-9.1986394205,-882.5468418851,-3019.8671275049,-7337.9527953202,-53.6684156345,-41.456700731,-37.0171560085,-40.0907636143
-9.2420504954,-7.7000294699,-9.6628487657,-803.2266035778,-2923.3375325114,-7138.3656770524,-43.5393274656,-45.4171534672,-35.2209087622,-35.1006947372,-9.6781061699,-8.0328430077,-9.2564120129,-884.4108554668,-3036.4690295885,-7339.0084891852,-49.6907910457,-40.3890854352,-36.58919523,-42.6557345747
-9.1049939258,-7.7889267126,-9.5397350027,-793.8123634484,-2917.0768732575,-7178.9577045712,-47.0796247702,-43.2821172755,-34.2688525878,-34.3319635388,-9.6978567499,-7.9871292796,-9.2929833818,-896.2581686141,-3031.0445625425,-7320.6838498031,-50.565618619,-42.0425259852,-38.4518622947,-40.981525442
-8.8064184162,-7.8167786926,-9.1618520811,-785.0299834092,-2946.8514220501,-7166.9146176084,-46.3117647109,-42.8470228702,-34.6401303874,-35.0283257662,-9.8200160891,-7.6804811239,-9.4761386418,-889.0302748322,-3033.5128770496,-7346.113631799,-54.0869560808,-42.5976320595,-38.0512828941,-41.9421038913
-9.2242485326,-7.7319259404,-9.7185376307,-784.8794566201,-2943.3881969861,-7168.3204783872,-43.700936901,-42.7876411164,-34.6522451774,-34.6610456877,-9.7120084674,-7.6748114778,-9.4496984012,-883.2536178025,-3003.3868781443,-7325.2853689547,-48.8244932037,-41.9908468982,-37.7776075104,-40.5652046469
-8.9572215363,-7.8414314806,-9.2347922628,-794.0270158105,-2934.5742889292,-7197.2964956382,-43.6178560473,-45.2295549094,-34.0940514477,-33.2853288689,-9.8309478769,-7.9661931628,-9.4063742052,-890.863794989,-3052.5398986344,-7321.5068836259,-49.8754959071,-41.8277662633,-38.5431638333,-43.1422539867
-9.2080617757,-7.8044467045,-9.1582774071,-800.9069172413,-2946.6779606933,-7164.3270043006,-43.7240342244,-43.7800637567,-35.5049492379,-32.6057583625,-9.5706838479,-8.1727555112,-9.1863995985,-883.8912337623,-3017.7508990042,-7325.2113058287,-47.1643928836,-41.747259781,-36.9310114175,-40.3539948641
-9.1530727375,-7.7272736201,-9.8450108608,-789.9027314403,-2933.914217562,-7160.467331558,-45.4489127291,-46.341140407,-35.8753760311,-33.5800792265,-9.5179737547,-8.0958528385,-9.3661693433,-881.199387985,-3080.1013036557,-7337.7639978658,-51.5551636431,-43.835760891,-37.2493426015,-40.3395960299
-9.2948085003,-7.7569476442,-9.6150284435,-789.8107590346,-2923.5356736058,-7150.7204068205,-45.4781311874,-44.2670766654,-35.1923974493,-34.2274667165,-9.6704973703,-7.6456283608,-9.6147754092,-873.8569033543,-3035.3144304867,-7329.1841133072,-47.0231081798,-42.0511962715,-38.9034535896,-40.989210173
-9.4149144294,-7.7937880535,-9.6669503791,-788.2428285386,-2917.7873236013,-7131.0614142775,-45.6628097251,-45.2534667746,-36.6625660508,-33.9156861785,-9.5312148261,-7.9121030509,-9.5045454577,-888.5088068444,-3052.38410121,-7316.6100034414,-47.708087094,-42.344156566,-37.1658297253,-41.0709903067
-9.1132324548,-7.6968492333,-9.5681656247,-792.1361897094,-2921.7612682869,-7151.9837357149,-45.8837928037,-45.6155980839,-36.2847111592,-34.6152891818,-9.822762837,-7.9237388193,-8.9752630153,-874.3488038006,-3048.552871592,-7352.19254452,-49.0792849145,-42.738876392,-37.5149410803,-41.7095313732
-8.8683620297,-7.79984738,-9.3032843097,-781.1598200456,-2917.7450053939,-7183.6816784202,-44.8092520424,-41.0470051496,-33.6929427311,-34.9621173595,-9.6288978937,-7.7755032799,-9.3904233555,-885.7370851248,-3051.2141869313,-7285.4272552639,-49.1722933667,-42.4742754251,-37.7033910087,-41.843233861
-9.212241285,-7.7916075472,-9.5454826796,-769.4473832035,-2913.9820225289,-7163.0105965629,-43.4802766979,-42.424944651,-36.5711806741,-33.7621011517,-9.7856960286,-7.853046865,-9.1386522944,-884.5365480909,-3062.7211798782,-7336.6945218435,-48.6805331418,-42.7337637552,-36.2443220671,-40.3298180485
-9.0456374868,-7.775509171,-9.4973429504,-788.1173383327,-2929.9494635056,-7168.9508067785,-47.9272931049,-43.2946955834,-35.1481284045,-33.0058702252,-9.6634910928,-7.7723306103,-9.1982208017,-882.2639987783,-3038.6423091242,-7331.618677065,-49.0466948077,-41.4369194499,-36.2976073949,-41.0668566319
-9.009455842,-7.7292046587,-9.1444790095,-789.6609951489,-2941.4349585815,-7179.0933186639,-45.5014592238,-43.0512818576,-34.8708864214,-34.1765021374,-9.5619097176,-7.6117711271,-9.5070127506,-899.2393444212,-3032.1415587232,-7336.9235184351,-49.4852505108,-42.6924128805,-38.3249173976,-40.7132519053
-9.5757028633,-7.8383865665,-9.3975976549,-780.4009599271,-2932.958726868,-7174.4088800509,-42.2367028743,-43.5025859751,-35.6747377636,-32.4882891963,-9.6900986986,-7.9275237732,-9.5957937195,-873.4584484071,-3035.5559416834,-7313.1032193382,-50.6922790192,-40.9536481597,-38.2292493093,-40.9792431849
-9.0583859999,-7.8146258166,-9.2110485784,-792.8672526689,-2926.5043544892,-7167.8618175074,-45.9740081433,-44.6827420647,-34.0080717411,-35.8781885523,-9.5973090065,-8.0789463067,-9.3386225737,-883.8104408386,-3024.321348028,-7323.2117628308,-49.0049204983,-42.9480973212,-36.3033997014,-42.6212166461
-9.3891120492,-7.7246389555,-9.5285675182,-791.0698173782,-2922.7077465081,-7166.9916721234,-44.3347729899,-43.0100278381,-35.1752657654,-36.4526396485,-9.5938583003,-7.7400102326,-9.3290396373,-890.8835422357,-3025.38785749,-7309.3198577768,-48.6709940457,-43.0922369893,-37.4197150812,-41.1090398756
-9.355201876,-7.8691279383,-9.2394838296,-788.6628024284,-2927.4040898048,-7164.1035471757,-44.5308364681,-43.1120310911,-37.5124461093,-34.354011923,-9.8900597742,-7.73638421,-9.4633432783,-892.9733674438,-3041.735298584,-7342.240845635,-49.4516642869,-41.9122037775,-35.9246992701,-41.3407657668
-9.0921187002,-7.7511936577,-9.4846119664,-795.6469903121,-2927.6100466778,-7167.7028533501,-45.7518438717,-42.9988580645,-35.1938422992,-33.08892578,-9.5320004508,-7.7445360724,-9.3983410742,-895.0943870428,-3027.0857220308,-7333.3375140891,-50.0301034303,-42.7652413959,-37.9162080913,-40.8232407387
-9.1231557119,-7.7194472668,-9.6405603051,-766.8359086987,-2904.2790324427,-7157.4377181545,-43.795767069,-40.1886898902,-35.1510199917,-32.7065839541,-9.7141605885,-8.0335402051,-9.4159394499,-877.3265591804,-3047.5998910534,-7330.0635692451,-50.5575687075,-40.1597394705,-37.341884618,-40.315720768
-9.1019457664,-7.7935709621,-9.117626673,-791.5762805881,-2945.7463845959,-7191.1509407695,-46.4098562055,-42.1484250592,-34.3522670581,-33.9299218233,-9.8918404762,-7.8214829534,-9.0899661121,-889.0853473467,-3057.040041805,-7335.8224399566,-47.3114643804,-43.329216937,-38.5102025473,-39.5169125781
-9.1632836091,-7.7939177144,-9.541436009,-792.1775532648,-2915.5716873464,-7154.6664950679,-44.9896264861,-42.4762920252,-35.1353798786,-33.6339764233,-9.6794761879,-8.0422274274,-9.2173013997,-879.6692772453,-3031.9007405224,-7311.4141496396,-50.3124485866,-42.9719328427,-37.9833291404,-43.4902638814
-9.1637664667,-7.7040122165,-9.5797566291,-782.9603108877,-2912.8760000209,-7154.1633725414,-45.0375482085,-43.2431147275,-35.3491269113,-34.0536900281,-9.8329936432,-7.8266812546,-8.9627781616,-891.9522593858,-3059.517837239,-7334.6652155848,-49.2049996783,-42.5349170762,-39.7905142427,-41.2333039762
-9.1168344762,-7.6698615878,-9.5558157983,-782.8900667558,-2923.8975797084,-7167.9752175957,-47.9415942762,-42.8848269579,-35.2610327018,-35.1022327583,-9.7004215379,-7.797779212,-9.1767694417,-884.1560524347,-3049.1211215834,-7335.624400125,-47.0715398324,-42.8746171765,-36.5538442932,-40.0459832532
-9.1271383036,-7.8751658247,-9.3255569535,-786.9551312513,-2948.2267614131,-7154.6510904651,-43.9219575442,-43.1453960587,-34.8218876173,-32.5628394324,-9.5541542137,-7.7305449136,-9.5970593482,-889.2692537123,-3019.0074912188,-7325.9616607093,-48.4490648526,-41.6380226814,-38.3608906213,-40.9877069792
